ASY,ASSYSTEM,BZ1,EUR
AT,ASTM SPA,TM3,EUR
ATA,ATARI SA,IFGA,EUR
ATC,ALTICE EUROPE NV,6AT,EUR
ATCB,ALTICE EUROPE NV - B,6ATA,EUR
ATD,ALLEGHENY TECHNOLOGIES INC,ATD,EUR
ATE,ALTEN SA,AN3,EUR
ATL,ATLANTIA SPA,AU9,EUR
ATO,ATOS SE,AXI,EUR
ATRS,ATRIUM EUROPEAN REAL ESTATE,ODDB,EUR
ATS,AUSTRIA TECHNOLOGIE &amp; SYSTEM,AUS,EUR
AU2,AGRARIUS AG,AU2,EUR
AUD,AUTODESK INC,AUD,EUR
AUT,LYXOR EURSTX600 AUTO&amp;PARTS,LAUT,EUR
AVES,AVES ONE AG,AVES,EUR
AVIO,AVIO SPA,2ZP,EUR
AVP,AVON PRODUCTS INC,AVP,EUR
AVT,AVENIR TELECOM,AW5,EUR
AVTX,AVANTIUM,27V,EUR
AWC,AMERICAN WATER WORKS CO INC,AWC,EUR
AWM,SKYWORKS SOLUTIONS INC,AWM,EUR
AWOX,AWOX SA,2AW,EUR
AWSRIE,UBS ETF ACWI SRI HDG EUR ACC,AW1R,EUR
AXFI,AMUNDI EURO CORPORATE EX FI,AFIX,EUR
AXJ,AXA EQUITABLE HOLDINGS INC,AXJ,EUR
AXP,ALEXION PHARMACEUTICALS INC,AXP,EUR
AZ4N,ALLREAL HOLDING AG-REG,AZ4N,EUR
AZM,AZIMUT HOLDING SPA,HDB,EUR
B,BASTOGI SPA,BAOA,EUR
B1C,BAIDU INC - SPON ADR,B1C,EUR
B1V,BANQUE CANTONALE VAUDOIS-REG,B1V,EUR
B4A1,MEIER TOBLER GROUP AG,B4A1,EUR
B4B,METRO AG,B4B,EUR
B4B3,METRO AG-PREF,B4B3,EUR
B4N1,GASOIL DIESEL ETC VON BNPP,B4N1,EUR
B4N2,BNPP GASOLINE ETC,B4N2,EUR
B4N3,BNPP HEATING OIL ETC,B4N3,EUR
